convex/aiFeedback.ts	80	fallback_keyword	function safeNumber(value: unknown, fallback = 0) {
convex/aiFeedback.ts	81	fallback_keyword	  return Number.isFinite(value) ? (value as number) : fallback;
convex/backlog.ts	326	fallback_keyword,literal_default	    const fallbackImportance = existing?.importanceOverride || "low";
convex/backlog.ts	330	fallback_keyword	      importance: fallbackImportance,
convex/calls.ts	10	fallback_keyword	const CALL_FALLBACK_SEND_EVENT_TYPE = "inbound.call.rejected_with_fallback";
convex/calls.ts	11	fallback_keyword	const DEFAULT_CALL_FALLBACK_LOOKBACK_MS = 24 * 60 * 60 * 1000;
convex/calls.ts	12	fallback_keyword	const MAX_CALL_FALLBACK_LOOKBACK_MS = 14 * 24 * 60 * 60 * 1000;
convex/calls.ts	14	fallback_keyword	function normalizeTimestampMs(raw: number | undefined, fallbackMs: number) {
convex/calls.ts	16	fallback_keyword	    return fallbackMs;
convex/calls.ts	30	fallback_keyword	  const fallback = 2 * 60 * 1000;
convex/calls.ts	32	fallback_keyword	    return fallback;
convex/calls.ts	268	fallback_keyword	export const hasRecentFallbackSend = query({
convex/calls.ts	276	fallback_keyword	      Math.max(60_000, Math.min(args.withinMs ?? DEFAULT_CALL_FALLBACK_LOOKBACK_MS, MAX_CALL_FALLBACK_LOOKBACK_MS)),
convex/calls.ts	279	fallback_keyword	    const [fallbackEvent] = await ctx.db
convex/calls.ts	282	fallback_keyword	        q.eq("threadId", args.threadId).eq("eventType", CALL_FALLBACK_SEND_EVENT_TYPE).gte("createdAt", cutoff),
convex/calls.ts	287	fallback_keyword	      hasRecent: Boolean(fallbackEvent),
convex/calls.ts	288	fallback_keyword	      lastSentAt: fallbackEvent?.createdAt,
convex/chatTools.ts	176	fallback_keyword	function clampRound(value: number | undefined, fallback: number, min: number, max: number) {
convex/chatTools.ts	178	fallback_keyword	    return fallback;
convex/chatTools.ts	474	fallback_keyword	function slugify(input: string, fallback = "item") {
convex/chatTools.ts	480	fallback_keyword	  return normalized || fallback;
convex/chatTools.ts	783	fallback_keyword	    fallbackToGlobal?: boolean;
convex/chatTools.ts	786	fallback_keyword	  const fallbackToGlobal = args.fallbackToGlobal ?? true;
convex/chatTools.ts	815	fallback_keyword	  if (globalProfile && fallbackToGlobal) {
convex/chatTools.ts	1167	fallback_keyword	    provider: serpApiKey ? "serpapi+fallback" : "public_fallback",
convex/chatTools.ts	1320	fallback_keyword	    fallbackToGlobal: v.optional(v.boolean()),
convex/chatTools.ts	1824	env_default,literal_default	    const endpointEnv = process.env.PERSONAL_CONNECTOR_ENDPOINTS || "";
convex/chatTools.ts	1888	fallback_keyword	      fallbackToGlobal: true,
convex/chatTools.ts	2160	fallback_keyword	              fallbackToGlobal: true,
convex/draft.ts	5	fallback_keyword	import { contextPackValidator, outreachModeValidator, resolveFeedbackPath, resolveOutreachModeWithFallback } from "./lib/aiSmartness";
convex/draft.ts	63	fallback_keyword	    if (config.aiFallbackMode === "azure_only") {
convex/draft.ts	92	fallback_keyword	      reason: "Heuristic fallback draft",
convex/draft.ts	596	fallback_keyword	      const outreachMode = resolveOutreachModeWithFallback({
convex/inbound.ts	7	fallback_keyword	import { POSITIVE_ENGAGEMENT_WINDOW_MS, resolveFeedbackPath, resolveOutreachModeWithFallback } from "./lib/aiSmartness";
convex/inbound.ts	28	fallback_keyword	const IGNORE_CONTACT_FALLBACK_SCAN_LIMIT = 1000;
convex/inbound.ts	50	fallback_keyword	function normalizeTimestampMs(raw: number | undefined, fallbackMs: number) {
convex/inbound.ts	52	fallback_keyword	    return fallbackMs;
convex/inbound.ts	379	fallback_keyword	          .take(IGNORE_CONTACT_FALLBACK_SCAN_LIMIT);
convex/inbound.ts	702	fallback_keyword	          const outreachMode = resolveOutreachModeWithFallback({
convex/lib/aiSmartness.ts	51	fallback_keyword	  historySearchRetrievalStage: v.optional(v.union(v.literal("lexical"), v.literal("semantic"), v.literal("semantic_fallback"))),
convex/lib/aiSmartness.ts	194	fallback_keyword	export function clamp01(value: number, fallback = 0.5) {
convex/lib/aiSmartness.ts	196	fallback_keyword	    return clamp(fallback, 0, 1);
convex/lib/aiSmartness.ts	257	fallback_keyword	export function resolveOutreachModeWithFallback(args: {
convex/lib/aiSmartness.ts	272	fallback_keyword	  const outreachMode = resolveOutreachModeWithFallback({
convex/lib/config.ts	42	fallback_keyword	  aiFallbackMode: "all" | "azure_only";
convex/lib/config.ts	51	fallback_keyword	  aiFallbackConfidence: number;
convex/lib/config.ts	138	fallback_keyword	  aiFallbackMode: "all",
convex/lib/config.ts	147	fallback_keyword	  aiFallbackConfidence: 0.58,
convex/lib/config.ts	216	fallback_keyword	function parseBoolean(value: string | undefined, fallback: boolean) {
convex/lib/config.ts	223	fallback_keyword	  return fallback;
convex/lib/config.ts	226	fallback_keyword	function parseNumber(value: string | undefined, fallback: number) {
convex/lib/config.ts	228	fallback_keyword	    return fallback;
convex/lib/config.ts	231	fallback_keyword	  return Number.isFinite(parsed) ? parsed : fallback;
convex/lib/config.ts	253	fallback_keyword	function parseFallbackMode(value: string | undefined, fallback: AppConfig["aiFallbackMode"]): AppConfig["aiFallbackMode"] {
convex/lib/config.ts	257	fallback_keyword	  return fallback;
convex/lib/config.ts	260	fallback_keyword	function parseQualityGateMode(value: string | undefined, fallback: QualityGateMode): QualityGateMode {
convex/lib/config.ts	264	fallback_keyword	  return fallback;
convex/lib/config.ts	267	fallback_keyword	function parseAiDeterministicModes(value: string | undefined, fallback: AiDeterministicMode[]) {
convex/lib/config.ts	273	fallback_keyword	    return [...fallback];
